                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                0.78186,                0.90792,                 1.0377,                 0.5556,                0.30889,                0.31961,                0.20845,                 1.5893,                  2.298,                  1.677,             0.00016779,             0.00016779,             0.00016779
                    151,                0.78934,                0.89814,                 1.0411,                0.67311,                0.28234,                0.32123,                0.20371,                 1.6115,                 2.2897,                 1.6843,             0.00016731,             0.00016731,             0.00016731
                    152,                0.78462,                0.93001,                 1.0319,                0.63492,                0.28253,                0.31207,                0.21353,                 1.5331,                  2.261,                 1.6009,             0.00016684,             0.00016684,             0.00016684
                    153,                0.79803,                 0.9421,                 1.0311,                0.54515,                 0.3029,                0.30936,                0.21404,                 1.5233,                 2.2215,                 1.6002,             0.00016637,             0.00016637,             0.00016637
                    154,                0.80974,                0.91368,                 1.0264,                 0.4451,                0.35214,                0.31219,                0.20869,                 1.5459,                 2.2161,                 1.6061,              0.0001659,              0.0001659,              0.0001659
                    155,                0.76031,                0.87149,                 1.0313,                0.52071,                0.28341,                0.30371,                0.20151,                 1.5172,                 2.2205,                 1.5967,             0.00016543,             0.00016543,             0.00016543
                    156,                0.75819,                0.86999,                 1.0184,                0.44833,                0.34266,                0.30548,                0.20647,                 1.4998,                 2.2537,                 1.6139,             0.00016496,             0.00016496,             0.00016496
                    157,                0.76189,                0.91347,                 1.0301,                0.60395,                0.28305,                0.30277,                0.20567,                 1.5086,                 2.2601,                 1.6084,             0.00016449,             0.00016449,             0.00016449
                    158,                  0.731,                0.84988,                 1.0257,                0.44558,                0.34222,                0.29288,                0.19554,                  1.526,                 2.2735,                 1.5856,             0.00016402,             0.00016402,             0.00016402
                    159,                0.76274,                0.86833,                 1.0033,                0.45701,                0.30637,                0.28503,                0.19063,                 1.5545,                 2.2951,                 1.6062,             0.00016354,             0.00016354,             0.00016354
                    160,                0.78444,                0.89973,                 1.0318,                0.59104,                0.28999,                0.29273,                 0.2003,                 1.4814,                 2.2875,                  1.594,             0.00016307,             0.00016307,             0.00016307
                    161,                0.74366,                0.85779,                 1.0185,                0.47716,                0.33713,                0.30151,                0.20229,                 1.4998,                 2.2677,                 1.6421,              0.0001626,              0.0001626,              0.0001626
                    162,                0.78739,                 0.8956,                 1.0487,                0.47057,                0.33428,                0.30065,                0.19924,                 1.5426,                 2.2808,                 1.6659,             0.00016213,             0.00016213,             0.00016213
                    163,                0.74527,                0.86747,                 1.0218,                 0.4785,                0.33258,                0.29823,                0.19773,                 1.5331,                 2.2975,                 1.6499,             0.00016166,             0.00016166,             0.00016166
                    164,                0.78549,                 0.9045,                 1.0329,                0.55422,                0.30675,                0.30466,                0.20848,                 1.4666,                 2.2572,                 1.6127,             0.00016119,             0.00016119,             0.00016119
                    165,                0.75911,                0.86527,                 1.0151,                0.63256,                0.29857,                0.30976,                0.21216,                 1.4674,                   2.25,                 1.6175,             0.00016072,             0.00016072,             0.00016072
                    166,                0.77579,                0.89424,                 1.0303,                0.56073,                0.30145,                0.31309,                0.20847,                 1.4692,                 2.2337,                 1.6124,             0.00016025,             0.00016025,             0.00016025
                    167,                0.76608,                0.88984,                 1.0057,                0.63679,                0.26495,                 0.3071,                0.20364,                 1.4977,                  2.247,                  1.637,             0.00015977,             0.00015977,             0.00015977
                    168,                0.77442,                0.87116,                 1.0209,                0.44623,                0.30539,                0.29653,                 0.2017,                   1.54,                 2.2722,                 1.6784,              0.0001593,              0.0001593,              0.0001593
                    169,                0.76931,                0.88676,                 1.0295,                0.69812,                0.23877,                 0.2979,                0.20068,                 1.4968,                 2.2445,                 1.6228,             0.00015883,             0.00015883,             0.00015883
                    170,                0.76716,                0.85968,                 1.0109,                0.43673,                0.29827,                0.28661,                0.20171,                 1.4648,                 2.2412,                 1.5736,             0.00015836,             0.00015836,             0.00015836
                    171,                0.76192,                0.84706,                 1.0119,                0.57185,                0.27834,                0.29412,                0.20344,                 1.4597,                 2.2725,                 1.5444,             0.00015789,             0.00015789,             0.00015789
                    172,                0.75522,                0.87375,                 1.0228,                0.38393,                0.36055,                0.29854,                0.20064,                 1.5162,                 2.2299,                 1.6101,             0.00015742,             0.00015742,             0.00015742
                    173,                0.77911,                0.85507,                 1.0284,                0.38562,                0.36377,                0.30076,                0.19673,                 1.5279,                 2.2365,                 1.6301,             0.00015695,             0.00015695,             0.00015695
                    174,                0.75575,                0.85924,                 1.0123,                0.47964,                0.30852,                 0.3014,                 0.2045,                  1.493,                 2.2497,                 1.5793,             0.00015648,             0.00015648,             0.00015648
                    175,                0.76421,                0.86126,                 1.0091,                0.49377,                0.34254,                0.30397,                0.20085,                 1.5177,                 2.2876,                 1.6015,               0.000156,               0.000156,               0.000156
                    176,                0.72934,                0.84969,                 1.0236,                0.46338,                0.35768,                0.31043,                0.20326,                 1.5793,                 2.2422,                 1.6664,             0.00015553,             0.00015553,             0.00015553
                    177,                0.76077,                0.85067,                 1.0169,                0.45668,                 0.3593,                0.30744,                0.20512,                 1.5835,                 2.2441,                 1.6762,             0.00015506,             0.00015506,             0.00015506
                    178,                0.73909,                0.88271,                 1.0124,                0.45987,                0.34853,                0.30178,                0.19982,                 1.5523,                 2.2708,                 1.6468,             0.00015459,             0.00015459,             0.00015459
                    179,                0.72719,                0.85523,                 1.0184,                0.45559,                0.33179,                0.29773,                0.19931,                 1.5222,                 2.2803,                 1.6193,             0.00015412,             0.00015412,             0.00015412
                    180,                0.73649,                0.83537,                 1.0155,                0.44718,                0.34782,                0.29567,                0.20245,                 1.5101,                 2.2653,                 1.6264,             0.00015365,             0.00015365,             0.00015365
                    181,                0.74486,                0.84364,                 1.0092,                0.45849,                0.36229,                0.29172,                0.19988,                 1.5092,                 2.2478,                   1.64,             0.00015318,             0.00015318,             0.00015318
                    182,                0.74747,                0.84951,                 1.0101,                0.46195,                0.35979,                0.29635,                0.19682,                 1.5225,                  2.221,                 1.6425,             0.00015271,             0.00015271,             0.00015271
                    183,                0.72171,                0.81653,                0.99857,                0.44001,                0.33543,                0.31755,                0.20525,                 1.5427,                 2.2316,                 1.6533,             0.00015223,             0.00015223,             0.00015223
                    184,                 0.7032,                 0.8149,                0.99339,                0.62281,                0.29241,                0.31865,                0.20866,                 1.5639,                 2.2625,                  1.669,             0.00015176,             0.00015176,             0.00015176
                    185,                0.74185,                0.84061,                 1.0129,                0.44007,                0.34911,                0.32251,                0.21476,                 1.5343,                  2.299,                 1.6437,             0.00015129,             0.00015129,             0.00015129
                    186,                0.71782,                0.81449,                0.99032,                0.47846,                0.33552,                0.31764,                0.20635,                 1.5068,                 2.3317,                 1.6139,             0.00015082,             0.00015082,             0.00015082
                    187,                0.77008,                0.88499,                 1.0223,                0.53491,                0.31874,                0.31922,                0.21017,                 1.5132,                 2.3186,                  1.616,             0.00015035,             0.00015035,             0.00015035
                    188,                0.75175,                0.84939,                 1.0212,                0.61582,                0.29686,                0.32302,                0.20489,                 1.5838,                 2.3043,                  1.682,             0.00014988,             0.00014988,             0.00014988
                    189,                 0.7192,                0.81631,                0.98504,                0.61506,                0.29906,                0.31001,                0.20427,                 1.5125,                 2.2877,                 1.6201,             0.00014941,             0.00014941,             0.00014941
                    190,                 0.7343,                0.84197,                 1.0098,                0.51007,                0.31978,                0.30223,                0.20186,                  1.484,                 2.2623,                 1.5978,             0.00014894,             0.00014894,             0.00014894
                    191,                0.71945,                0.83205,                 1.0125,                0.55141,                0.29955,                0.30641,                 0.2052,                 1.5146,                   2.24,                 1.6351,             0.00014846,             0.00014846,             0.00014846
                    192,                0.71677,                0.80031,                 1.0219,                0.56211,                0.28977,                0.30228,                0.20404,                  1.528,                 2.2531,                 1.6602,             0.00014799,             0.00014799,             0.00014799
                    193,                 0.6849,                 0.8049,                0.99462,                 0.5633,                0.28342,                0.28703,                  0.199,                 1.5304,                 2.2707,                 1.6505,             0.00014752,             0.00014752,             0.00014752
                    194,                0.72439,                 0.8061,                 1.0217,                0.59922,                 0.2823,                0.29033,                0.20138,                 1.5428,                 2.2824,                 1.6753,             0.00014705,             0.00014705,             0.00014705
                    195,                0.73167,                0.81388,                 1.0048,                0.60477,                0.28377,                0.29542,                0.20212,                 1.5843,                 2.2957,                 1.7063,             0.00014658,             0.00014658,             0.00014658
                    196,                0.71568,                0.81263,                0.98478,                0.45044,                0.30963,                0.28568,                0.20062,                 1.5445,                  2.311,                 1.6582,             0.00014611,             0.00014611,             0.00014611
                    197,                0.69241,                 0.7935,                0.98682,                0.48541,                0.28459,                 0.2876,                0.19945,                 1.4941,                 2.2504,                 1.6146,             0.00014564,             0.00014564,             0.00014564
                    198,                0.74483,                0.83892,                0.98854,                0.52008,                 0.3026,                0.32134,                0.22154,                 1.4763,                 2.1974,                 1.6229,             0.00014517,             0.00014517,             0.00014517
                    199,                0.71732,                0.81275,                0.99866,                0.52173,                0.29087,                0.32368,                0.21859,                  1.475,                 2.1877,                 1.6095,             0.00014469,             0.00014469,             0.00014469
                    200,                0.70205,                0.80973,                0.99278,                 0.4864,                0.32309,                0.32015,                0.21411,                 1.5087,                 2.1806,                 1.6266,             0.00014422,             0.00014422,             0.00014422
                    201,                0.72231,                0.81412,                 1.0043,                0.48808,                0.28618,                0.30727,                0.21275,                 1.4747,                 2.1871,                 1.6024,             0.00014375,             0.00014375,             0.00014375
                    202,                0.71487,                0.79787,                 0.9955,                0.45579,                0.32279,                0.29912,                0.20763,                 1.4586,                 2.1895,                 1.5923,             0.00014328,             0.00014328,             0.00014328
                    203,                0.74483,                0.83814,                 1.0155,                0.45988,                0.33066,                0.31865,                 0.2168,                 1.4683,                 2.1666,                 1.6176,             0.00014281,             0.00014281,             0.00014281
                    204,                0.72329,                0.80281,                0.99627,                0.47134,                0.32345,                0.30769,                0.21239,                 1.4865,                  2.156,                 1.6103,             0.00014234,             0.00014234,             0.00014234
                    205,                0.69509,                0.76838,                 0.9931,                0.57611,                0.28687,                 0.3133,                0.21422,                  1.481,                 2.1824,                 1.6141,             0.00014187,             0.00014187,             0.00014187
                    206,                0.72626,                 0.8265,                0.99108,                0.48229,                0.31669,                0.30833,                0.20676,                 1.4731,                 2.2208,                  1.616,              0.0001414,              0.0001414,              0.0001414
                    207,                0.74151,                0.82285,                   1.01,                0.45747,                0.32688,                0.30317,                0.20384,                 1.4698,                 2.2328,                 1.6138,             0.00014092,             0.00014092,             0.00014092
                    208,                0.70806,                0.81154,                 1.0063,                 0.4641,                0.31094,                0.30526,                0.20466,                 1.4633,                 2.2395,                 1.6093,             0.00014045,             0.00014045,             0.00014045
                    209,                0.70462,                0.78381,                0.98056,                0.66775,                0.26394,                0.31224,                0.20757,                  1.472,                 2.2283,                 1.5966,             0.00013998,             0.00013998,             0.00013998
                    210,                0.69726,                0.78487,                0.97974,                0.62481,                0.28334,                0.30681,                0.20603,                 1.4801,                  2.234,                 1.5874,             0.00013951,             0.00013951,             0.00013951
                    211,                0.69415,                0.78548,                 1.0007,                0.48355,                0.29606,                0.31328,                0.21267,                 1.4878,                 2.2254,                 1.5999,             0.00013904,             0.00013904,             0.00013904
                    212,                 0.6962,                0.77831,                0.99041,                0.45633,                0.31974,                0.30662,                0.20924,                 1.5437,                 2.2304,                 1.6852,             0.00013857,             0.00013857,             0.00013857
                    213,                0.71679,                0.81559,                 1.0108,                0.56284,                0.26404,                0.30971,                 0.2069,                 1.5385,                 2.2118,                 1.6624,              0.0001381,              0.0001381,              0.0001381
                    214,                0.72879,                0.81809,                  1.003,                0.44862,                0.33659,                0.30911,                0.21066,                 1.5383,                 2.2194,                 1.6651,             0.00013763,             0.00013763,             0.00013763
                    215,                0.67836,                0.77317,                0.99122,                0.45191,                0.32033,                0.30935,                0.21773,                 1.4905,                 2.2253,                 1.6309,             0.00013715,             0.00013715,             0.00013715
                    216,                0.71619,                0.79531,                0.98717,                0.51717,                0.28348,                 0.3061,                0.21365,                 1.5052,                 2.2639,                 1.6639,             0.00013668,             0.00013668,             0.00013668
                    217,                0.71538,                0.79995,                 0.9994,                0.60344,                0.26346,                0.30875,                0.20631,                 1.5471,                 2.2598,                 1.6616,             0.00013621,             0.00013621,             0.00013621
                    218,                0.68623,                0.76691,                   0.98,                0.56238,                0.28087,                0.30678,                0.20227,                  1.547,                 2.2581,                 1.6449,             0.00013574,             0.00013574,             0.00013574
                    219,                 0.7098,                0.77603,                0.98409,                0.45165,                0.32713,                0.30482,                0.20572,                 1.5044,                 2.2588,                 1.6086,             0.00013527,             0.00013527,             0.00013527
                    220,                0.70688,                0.79022,                0.97747,                0.59237,                0.28353,                0.31527,                0.21404,                 1.4953,                 2.2768,                 1.6081,              0.0001348,              0.0001348,              0.0001348
                    221,                0.69187,                0.80135,                 1.0005,                0.54588,                0.29928,                0.32401,                0.21854,                 1.5137,                   2.26,                 1.6284,             0.00013433,             0.00013433,             0.00013433
                    222,                0.69279,                0.76311,                0.98715,                0.48339,                0.33071,                0.32316,                0.21534,                 1.5418,                 2.2503,                 1.6591,             0.00013386,             0.00013386,             0.00013386
                    223,                0.68822,                0.75036,                 0.9797,                0.45113,                0.34767,                0.31485,                0.21351,                 1.5134,                 2.2522,                 1.6312,             0.00013338,             0.00013338,             0.00013338
                    224,                0.69782,                0.80079,                 0.9909,                0.46627,                0.32655,                 0.3187,                 0.2151,                 1.5006,                 2.2763,                 1.6192,             0.00013291,             0.00013291,             0.00013291
                    225,                0.69947,                0.78915,                 1.0028,                0.46532,                0.32237,                0.31829,                0.21716,                 1.5277,                 2.2313,                  1.643,             0.00013244,             0.00013244,             0.00013244
                    226,                0.70587,                 0.7798,                0.98925,                0.54326,                0.28618,                0.31478,                0.21147,                 1.5307,                 2.2085,                 1.6445,             0.00013197,             0.00013197,             0.00013197
                    227,                0.68379,                0.77074,                 0.9872,                0.57903,                0.27544,                0.30875,                0.20763,                 1.5238,                 2.2202,                  1.644,              0.0001315,              0.0001315,              0.0001315
                    228,                0.69252,                0.78359,                  1.001,                0.48217,                0.31053,                 0.2988,                0.20029,                  1.538,                 2.2346,                 1.6638,             0.00013103,             0.00013103,             0.00013103
                    229,                0.68351,                0.77941,                0.98236,                0.47917,                 0.3203,                0.31839,                0.21499,                 1.5332,                 2.2206,                 1.6389,             0.00013056,             0.00013056,             0.00013056
                    230,                0.68551,                0.79528,                0.98441,                0.47229,                0.33211,                0.30842,                0.21428,                  1.544,                 2.2107,                 1.6355,             0.00013009,             0.00013009,             0.00013009
                    231,                0.69068,                 0.7793,                 1.0109,                0.47176,                 0.3311,                0.30502,                0.20406,                 1.5572,                 2.2266,                 1.6427,             0.00012961,             0.00012961,             0.00012961
                    232,                0.67473,                0.76816,                0.99129,                0.48272,                 0.3256,                0.33588,                0.22725,                 1.5083,                 2.1903,                 1.6243,             0.00012914,             0.00012914,             0.00012914
                    233,                   0.67,                0.75585,                 0.9917,                0.50542,                0.31073,                0.32699,                0.22432,                 1.4982,                  2.196,                  1.618,             0.00012867,             0.00012867,             0.00012867
                    234,                0.66581,                0.74055,                0.96709,                0.51607,                 0.3115,                0.31356,                0.21924,                 1.4925,                 2.2467,                 1.6047,              0.0001282,              0.0001282,              0.0001282
                    235,                0.67991,                0.74217,                0.98047,                0.59562,                0.27557,                0.30531,                0.21168,                 1.5216,                    2.3,                 1.6438,             0.00012773,             0.00012773,             0.00012773
                    236,                0.67622,                0.77463,                0.98508,                0.48036,                0.31823,                0.30646,                0.20996,                 1.5155,                 2.3449,                 1.6298,             0.00012726,             0.00012726,             0.00012726
                    237,                 0.6707,                0.75147,                 0.9763,                0.51865,                0.33187,                 0.3115,                0.21315,                 1.4969,                 2.3557,                 1.6099,             0.00012679,             0.00012679,             0.00012679
                    238,                0.68872,                0.77337,                 1.0018,                0.60902,                0.29027,                0.30917,                0.20632,                 1.5085,                 2.3147,                  1.639,             0.00012632,             0.00012632,             0.00012632
                    239,                0.70522,                0.76724,                0.97194,                 0.6175,                0.27963,                0.30769,                0.20875,                 1.5366,                  2.278,                 1.6617,             0.00012584,             0.00012584,             0.00012584
                    240,                 0.6816,                0.75095,                0.97361,                0.47411,                0.31703,                0.30601,                0.21111,                 1.4841,                 2.2094,                 1.5934,             0.00012537,             0.00012537,             0.00012537
                    241,                0.65503,                0.73432,                0.96383,                0.48626,                 0.3156,                0.31821,                0.21688,                 1.5004,                 2.1935,                 1.6139,              0.0001249,              0.0001249,              0.0001249
                    242,                0.67451,                0.74581,                0.97003,                0.54629,                0.31055,                 0.3244,                0.22105,                 1.5137,                 2.1963,                 1.6245,             0.00012443,             0.00012443,             0.00012443
                    243,                0.67387,                0.77148,                0.97791,                0.53098,                0.32486,                0.32541,                 0.2208,                 1.4984,                 2.2056,                 1.6093,             0.00012396,             0.00012396,             0.00012396
                    244,                0.69439,                0.76412,                 0.9869,                0.54261,                0.30446,                0.32565,                0.22313,                 1.5032,                 2.2244,                  1.614,             0.00012349,             0.00012349,             0.00012349
                    245,                0.68006,                0.75549,                0.98955,                0.57264,                0.29478,                0.32079,                0.22039,                 1.4966,                 2.2237,                 1.6133,             0.00012302,             0.00012302,             0.00012302
                    246,                0.65439,                0.74074,                0.97917,                0.57054,                0.29775,                0.31388,                0.21501,                 1.4755,                 2.2044,                 1.5936,             0.00012255,             0.00012255,             0.00012255
                    247,                0.65367,                 0.7309,                0.97039,                0.56997,                0.29699,                0.31868,                0.21971,                 1.4605,                  2.178,                 1.5834,             0.00012207,             0.00012207,             0.00012207
                    248,                0.68604,                0.75841,                  0.976,                0.51703,                0.30714,                0.32387,                 0.2269,                 1.4902,                 2.1636,                 1.6322,              0.0001216,              0.0001216,              0.0001216
                    249,                0.68942,                0.75924,                0.98277,                0.51886,                0.31474,                0.31439,                0.21108,                 1.5309,                 2.1657,                 1.6641,             0.00012113,             0.00012113,             0.00012113
                    250,                0.70347,                0.80345,                0.99162,                0.49035,                0.31483,                0.31075,                0.21242,                 1.5078,                 2.2051,                 1.6349,             0.00012066,             0.00012066,             0.00012066
                    251,                0.68572,                0.74766,                0.98636,                  0.474,                0.34767,                0.31042,                0.21481,                 1.5171,                 2.2284,                 1.6377,             0.00012019,             0.00012019,             0.00012019
                    252,                0.66691,                0.74952,                0.97203,                0.46139,                0.36068,                0.31037,                0.21299,                 1.5321,                 2.2204,                 1.6633,             0.00011972,             0.00011972,             0.00011972
                    253,                0.66874,                0.74531,                0.98488,                0.59236,                0.27671,                0.31299,                0.21249,                 1.5293,                 2.2245,                 1.6592,             0.00011925,             0.00011925,             0.00011925
                    254,                0.67168,                0.71911,                0.98209,                0.48047,                0.34395,                 0.3149,                0.21474,                 1.5512,                 2.2237,                  1.659,             0.00011878,             0.00011878,             0.00011878
                    255,                0.65702,                0.70975,                0.96649,                0.64576,                0.26312,                 0.3059,                0.20705,                 1.5482,                 2.2341,                 1.6462,             0.00011831,             0.00011831,             0.00011831
                    256,                0.67069,                0.73976,                0.98801,                0.48037,                0.34936,                0.32127,                0.21615,                 1.5281,                 2.2156,                 1.6337,             0.00011783,             0.00011783,             0.00011783
                    257,                  0.638,                0.70457,                0.96577,                0.46663,                0.35534,                0.32931,                0.22165,                 1.5165,                 2.1882,                 1.6216,             0.00011736,             0.00011736,             0.00011736
                    258,                0.65458,                0.71397,                0.97452,                0.49195,                0.33867,                0.33548,                 0.2259,                 1.5093,                 2.1628,                  1.605,             0.00011689,             0.00011689,             0.00011689
                    259,                0.65038,                0.73222,                0.96943,                0.47458,                 0.3524,                0.33268,                0.22285,                 1.5134,                 2.1579,                 1.6189,             0.00011642,             0.00011642,             0.00011642
                    260,                0.67009,                0.76297,                 1.0034,                0.46602,                0.33354,                0.32031,                0.21816,                 1.5566,                 2.1596,                 1.6818,             0.00011595,             0.00011595,             0.00011595
                    261,                0.65845,                0.72037,                0.97968,                0.50121,                0.34551,                0.32948,                0.22081,                 1.5638,                 2.1591,                  1.683,             0.00011548,             0.00011548,             0.00011548
                    262,                0.66592,                0.74043,                0.96798,                0.48711,                0.34566,                0.32256,                 0.2175,                 1.5218,                 2.1666,                 1.6398,             0.00011501,             0.00011501,             0.00011501
                    263,                0.63031,                0.69636,                0.97617,                0.57854,                0.30218,                0.32395,                 0.2221,                 1.5098,                  2.187,                 1.6363,             0.00011454,             0.00011454,             0.00011454
                    264,                 0.6691,                0.74081,                0.98088,                0.61275,                  0.271,                0.32211,                 0.2221,                 1.5247,                 2.2182,                 1.6721,             0.00011406,             0.00011406,             0.00011406
                    265,                0.67414,                0.74247,                 0.9722,                 0.6104,                0.26727,                0.31726,                0.21973,                 1.5278,                 2.2402,                 1.6807,             0.00011359,             0.00011359,             0.00011359
                    266,                0.65905,                0.72204,                0.97927,                0.56538,                0.29188,                0.30927,                0.21766,                 1.5229,                 2.2467,                 1.6575,             0.00011312,             0.00011312,             0.00011312
                    267,                0.65269,                0.70375,                0.98822,                0.56502,                0.29921,                0.30413,                0.21079,                 1.5171,                  2.257,                 1.6329,             0.00011265,             0.00011265,             0.00011265
                    268,                0.64241,                0.70188,                0.96466,                0.56717,                0.29874,                0.32102,                0.22197,                 1.5077,                 2.2379,                 1.6245,             0.00011218,             0.00011218,             0.00011218
                    269,                0.64028,                 0.7113,                0.96206,                0.50816,                0.33825,                0.31155,                 0.2157,                 1.4967,                 2.2326,                 1.6051,             0.00011171,             0.00011171,             0.00011171
                    270,                0.64477,                0.70876,                0.95047,                0.43833,                0.35951,                0.30636,                0.21224,                 1.5024,                 2.2509,                 1.6105,             0.00011124,             0.00011124,             0.00011124
                    271,                 0.6602,                0.73022,                0.97485,                0.44473,                0.35435,                0.30874,                0.21546,                 1.5224,                 2.2504,                 1.6388,             0.00011077,             0.00011077,             0.00011077
                    272,                 0.6528,                0.73538,                0.97655,                0.51457,                0.30114,                0.30231,                0.21143,                 1.5187,                 2.2309,                 1.6471,             0.00011029,             0.00011029,             0.00011029
                    273,                0.65287,                0.71709,                0.95725,                0.52135,                0.31252,                0.30852,                0.21356,                 1.5156,                 2.2204,                 1.6332,             0.00010982,             0.00010982,             0.00010982
                    274,                0.64008,                0.72061,                0.97242,                0.57742,                0.28622,                0.31474,                0.21371,                 1.5004,                 2.2065,                 1.6201,             0.00010935,             0.00010935,             0.00010935
                    275,                0.64819,                0.72401,                0.97419,                0.57057,                0.29425,                0.33019,                0.22277,                 1.5017,                 2.2003,                  1.639,             0.00010888,             0.00010888,             0.00010888
                    276,                0.66806,                0.73832,                0.97798,                0.46966,                0.35154,                 0.3307,                0.22544,                  1.495,                 2.2433,                 1.6471,             0.00010841,             0.00010841,             0.00010841
                    277,                0.65538,                0.71213,                0.95745,                0.47893,                0.35027,                 0.3325,                0.22181,                  1.499,                  2.253,                 1.6372,             0.00010794,             0.00010794,             0.00010794
                    278,                0.64677,                0.70554,                0.96035,                0.48226,                0.34255,                0.33594,                0.22313,                 1.4986,                 2.2265,                 1.6179,             0.00010747,             0.00010747,             0.00010747
                    279,                0.66492,                0.71922,                0.98189,                 0.5421,                0.29216,                0.34104,                0.22465,                 1.5261,                 2.2116,                 1.6332,               0.000107,               0.000107,               0.000107
                    280,                  0.677,                0.74613,                 0.9811,                0.60225,                0.29401,                0.33323,                0.22288,                 1.5027,                  2.217,                 1.6161,             0.00010652,             0.00010652,             0.00010652
                    281,                 0.6573,                0.71209,                0.98491,                0.51502,                0.33116,                0.33023,                0.22105,                 1.5097,                 2.2055,                 1.6226,             0.00010605,             0.00010605,             0.00010605
                    282,                0.62725,                0.68729,                0.96233,                0.47973,                 0.3614,                0.32364,                0.21767,                 1.5053,                 2.1674,                 1.6156,             0.00010558,             0.00010558,             0.00010558
                    283,                0.66371,                0.71937,                0.97249,                0.48302,                  0.345,                0.32083,                0.21885,                 1.5159,                 2.1576,                 1.6268,             0.00010511,             0.00010511,             0.00010511
                    284,                0.63231,                0.70803,                0.97682,                   0.52,                0.32045,                 0.3144,                0.21303,                 1.5272,                 2.1973,                 1.6434,             0.00010464,             0.00010464,             0.00010464
                    285,                0.65732,                0.72833,                0.96237,                 0.5263,                0.30852,                0.31364,                 0.2166,                 1.5143,                 2.2151,                 1.6287,             0.00010417,             0.00010417,             0.00010417
                    286,                0.63203,                0.70661,                0.97421,                0.50936,                 0.3118,                0.31246,                0.21592,                 1.4975,                 2.2425,                 1.6127,              0.0001037,              0.0001037,              0.0001037
                    287,                0.66404,                0.72718,                0.98145,                0.51136,                 0.3157,                 0.3114,                0.21372,                 1.4994,                 2.2462,                 1.6251,             0.00010323,             0.00010323,             0.00010323
                    288,                0.64806,                0.70503,                0.96319,                0.55194,                0.29729,                 0.3073,                0.21256,                 1.4998,                 2.2657,                 1.6281,             0.00010275,             0.00010275,             0.00010275
                    289,                0.63474,                0.70111,                 0.9727,                0.47957,                0.33971,                0.30875,                 0.2124,                 1.4917,                 2.2363,                 1.6204,             0.00010228,             0.00010228,             0.00010228
                    290,                0.63815,                0.70064,                0.95253,                0.47597,                0.34437,                0.31054,                0.21674,                 1.4842,                 2.2022,                 1.6288,             0.00010181,             0.00010181,             0.00010181
                    291,                0.63181,                0.70613,                0.95937,                0.55748,                0.31706,                0.31452,                0.21933,                 1.4858,                 2.2141,                 1.6314,             0.00010134,             0.00010134,             0.00010134
                    292,                0.66291,                0.71967,                0.97578,                0.54732,                0.32175,                0.32548,                0.22853,                 1.4829,                 2.1894,                  1.617,             0.00010087,             0.00010087,             0.00010087
                    293,                0.66137,                0.72036,                0.97053,                0.48611,                0.32498,                0.32718,                 0.2293,                 1.4964,                 2.1679,                 1.6244,              0.0001004,              0.0001004,              0.0001004
                    294,                0.64284,                0.69224,                0.96018,                0.47964,                0.33289,                 0.3287,                0.22908,                 1.5136,                 2.1943,                  1.628,             9.9927e-05,             9.9927e-05,             9.9927e-05
                    295,                0.63054,                0.67625,                0.96652,                0.48008,                0.33321,                0.32472,                0.22918,                 1.4777,                 2.1817,                 1.5927,             9.9455e-05,             9.9455e-05,             9.9455e-05
                    296,                0.63464,                0.68852,                0.95448,                0.45392,                0.35938,                0.31641,                0.22333,                 1.4589,                 2.1619,                 1.5811,             9.8984e-05,             9.8984e-05,             9.8984e-05
                    297,                0.65155,                0.69777,                0.95316,                0.48956,                0.31108,                0.32289,                0.22918,                 1.4632,                 2.1481,                 1.5977,             9.8513e-05,             9.8513e-05,             9.8513e-05
                    298,                 0.6277,                0.68078,                 0.9684,                 0.4576,                0.37053,                0.33908,                0.23048,                 1.4876,                 2.1333,                 1.6205,             9.8042e-05,             9.8042e-05,             9.8042e-05
                    299,                0.64923,                0.69296,                 0.9603,                0.47355,                0.35294,                0.33563,                0.22952,                 1.4745,                 2.1446,                 1.6096,              9.757e-05,              9.757e-05,              9.757e-05
                    300,                0.61499,                 0.6599,                0.96022,                 0.4546,                0.35726,                0.32736,                0.22469,                 1.4969,                 2.1689,                 1.6207,             9.7099e-05,             9.7099e-05,             9.7099e-05
                    301,                0.63128,                0.68787,                0.95662,                0.46228,                0.35339,                0.32729,                0.22549,                 1.4913,                 2.1694,                 1.6061,             9.6628e-05,             9.6628e-05,             9.6628e-05
                    302,                0.62811,                0.68369,                 0.9602,                0.46799,                0.35687,                0.33771,                0.22768,                 1.5112,                 2.1777,                 1.6129,             9.6157e-05,             9.6157e-05,             9.6157e-05
                    303,                0.65434,                0.70711,                0.96414,                0.46004,                0.34732,                0.33531,                0.22875,                  1.525,                 2.1669,                   1.63,             9.5686e-05,             9.5686e-05,             9.5686e-05
                    304,                 0.6223,                0.70859,                0.96433,                0.49263,                0.32436,                0.33305,                0.22568,                 1.4864,                 2.1621,                 1.6021,             9.5214e-05,             9.5214e-05,             9.5214e-05
